,Filename,Width (mm),Height (mm),Width (px),Height (px),x1,y1,x2,y2
442,17-18-31-566.png,6.06,5.99987666,127,126,446,175,573,301
443,17-18-31-603.png,5.87,5.99990528,123,126,450,175,573,301
444,17-18-31-653.png,5.87,5.99992749,123,126,450,175,573,301
445,17-18-31-692.png,5.68,5.99994467,119,120,450,181,569,301
446,17-18-31-738.png,5.49,5.99995791,115,120,450,181,565,301
447,17-18-31-785.png,5.68,5.99996809,119,114,446,181,565,295
448,17-18-31-828.png,4.87,5.99997588,102,109,450,186,552,295
449,17-18-31-871.png,5.06,5.99998183,106,114,446,181,552,295
450,17-18-31-917.png,5.68,5.99998636,119,120,438,181,557,301
451,17-18-31-962.png,5.87,,123,126,434,175,557,301
452,17-18-32-006.png,6.06,6.01,127,126,430,175,557,301
453,17-18-32-052.png,6.01,6.01,126,126,426,175,552,301
454,17-18-32-089.png,6.2,6.01,130,126,422,175,552,301
455,17-18-32-139.png,5.82,6.01,122,126,426,175,548,301
456,17-18-32-184.png,6.01,6.01,126,126,422,175,548,301
457,17-18-32-227.png,5.82,6.01,122,126,422,175,544,301
458,17-18-32-281.png,5.63,5.73,118,120,426,175,544,295
459,17-18-32-327.png,5.44,5.73,114,120,430,175,544,295
460,17-18-32-371.png,5.44,5.73,114,120,430,175,544,295
461,17-18-32-416.png,5.06,5.2,106,109,434,181,540,290
462,17-18-32-463.png,4.87,5.2,102,109,434,181,536,290
463,17-18-32-503.png,5.25,5.49,110,115,434,175,544,290
464,17-18-32-546.png,5.44,5.73,114,120,434,175,548,295
465,17-18-32-595.png,5.82,5.96,122,125,430,170,552,295
466,17-18-32-637.png,6.01,5.96,126,125,426,170,552,295
467,17-18-32-682.png,6.01,5.96,126,125,426,170,552,295
468,17-18-32-729.png,5.82,5.96,122,125,426,170,548,295
469,17-18-32-766.png,5.82,5.73,122,120,426,175,548,295
470,17-18-32-817.png,5.44,5.73,114,120,430,175,544,295
471,17-18-32-861.png,5.63,5.49,118,115,430,175,548,290
472,17-18-32-905.png,5.44,5.49,114,115,430,175,544,290
473,17-18-32-952.png,5.63,5.49,118,115,430,175,548,290
474,17-18-32-993.png,5.63,5.73,118,120,430,175,548,295
475,17-18-33-038.png,5.63,5.73,118,120,430,175,548,295
476,17-18-33-087.png,5.44,5.49,114,115,430,175,544,290
477,17-18-33-125.png,5.82,5.96,122,125,426,170,548,295
478,17-18-33-174.png,6.01,5.96,126,125,426,170,552,295
479,17-18-33-216.png,6.01,5.96,126,125,426,170,552,295
480,17-18-33-254.png,6.01,5.73,126,120,426,175,552,295
481,17-18-33-308.png,5.82,5.73,122,120,426,175,548,295
482,17-18-33-348.png,5.82,5.73,122,120,426,175,548,295
483,17-18-33-394.png,5.63,5.73,118,120,430,175,548,295
484,17-18-33-441.png,5.44,5.44,114,114,430,181,544,295
485,17-18-33-482.png,5.44,5.44,114,114,430,181,544,295
486,17-18-33-529.png,5.44,5.73,114,120,430,175,544,295
487,17-18-33-572.png,5.44,5.73,114,120,434,175,548,295
488,17-18-33-615.png,5.44,5.44,114,114,434,181,548,295
489,17-18-33-663.png,5.06,5.44,106,114,438,181,544,295
490,17-18-33-707.png,5.06,4.96,106,104,438,186,544,290
491,17-18-33-743.png,5.63,5.73,118,120,434,175,552,295
492,17-18-33-796.png,5.63,5.73,118,120,430,175,548,295
493,17-18-33-838.png,5.63,5.73,118,120,430,175,548,295
494,17-18-33-881.png,5.44,5.73,114,120,430,175,544,295
495,17-18-33-927.png,5.44,5.73,114,120,430,175,544,295
496,17-18-33-968.png,5.63,5.73,118,120,426,175,544,295
497,17-18-34-018.png,5.63,5.73,118,120,426,175,544,295
498,17-18-34-064.png,5.25,5.44,110,114,426,181,536,295
499,17-18-34-104.png,5.25,5.44,110,114,426,181,536,295
500,17-18-34-152.png,5.44,5.44,114,114,426,181,540,295
501,17-18-34-193.png,5.25,5.44,110,114,426,181,536,295
502,17-18-34-231.png,5.06,5.44,106,114,430,181,536,295
503,17-18-34-271.png,5.25,5.44,110,114,430,181,540,295
504,17-18-34-316.png,5.25,5.44,110,114,430,181,540,295
505,17-18-34-360.png,5.44,5.44,114,114,426,181,540,295
506,17-18-34-406.png,6.01,5.73,126,120,422,175,548,295
507,17-18-34-450.png,5.82,5.73,122,120,426,175,548,295
508,17-18-34-493.png,5.44,5.44,114,114,430,181,544,295
509,17-18-34-541.png,5.44,5.44,114,114,430,181,544,295
510,17-18-34-582.png,5.06,5.44,106,114,434,181,540,295
511,17-18-34-621.png,5.44,5.73,114,120,434,175,548,295
512,17-18-34-658.png,5.44,5.44,114,114,434,181,548,295
513,17-18-34-708.png,5.06,5.44,106,114,438,181,544,295
514,17-18-34-748.png,5.68,5.73,119,120,438,175,557,295
515,17-18-34-795.png,5.68,5.73,119,120,438,175,557,295
516,17-18-34-841.png,5.44,5.49,114,115,438,175,552,290
517,17-18-34-878.png,5.25,5.49,110,115,442,175,552,290
518,17-18-34-928.png,5.44,5.49,114,115,438,175,552,290
519,17-18-34-970.png,5.68,5.73,119,120,438,175,557,295
520,17-18-35-009.png,6.06,5.73,127,120,434,175,561,295
521,17-18-35-062.png,6.06,5.73,127,120,434,175,561,295
522,17-18-35-105.png,6.06,5.73,127,120,434,175,561,295
523,17-18-35-150.png,6.06,5.73,127,120,434,175,561,295
524,17-18-35-196.png,5.44,5.49,114,115,438,175,552,290
525,17-18-35-236.png,5.44,5.49,114,115,430,175,544,290
526,17-18-35-283.png,5.25,5.49,110,115,430,175,540,290
527,17-18-35-327.png,5.44,5.2,114,109,426,181,540,290
528,17-18-35-372.png,5.06,4.91,106,103,422,181,528,284
529,17-18-35-417.png,4.68,4.68,98,98,422,186,520,284
530,17-18-35-462.png,2.72,2.58,57,54,438,208,495,262
531,17-18-35-508.png,0,0,0,0,0,0,0,0
532,17-18-35-549.png,0,0,0,0,0,0,0,0
533,17-18-35-594.png,0,0,0,0,0,0,0,0
534,17-18-35-631.png,3.34,2.58,70,54,352,208,422,262
535,17-18-35-674.png,2.91,2.34,61,49,344,208,405,257
536,17-18-35-719.png,5.87,4.91,123,103,315,181,438,284
537,17-18-35-757.png,0,0,0,0,0,0,0,0
538,17-18-35-808.png,0,0,0,0,0,0,0,0
539,17-18-35-850.png,0,0,0,0,0,0,0,0
540,17-18-35-894.png,0,0,0,0,0,0,0,0
541,17-18-35-941.png,0,0,0,0,0,0,0,0
542,17-18-35-982.png,2.15,1.86,45,39,291,202,336,241
543,17-18-36-032.png,0,0,0,0,0,0,0,0
544,17-18-36-084.png,0,0,0,0,0,0,0,0
545,17-18-36-120.png,0,0,0,0,0,0,0,0
546,17-18-36-160.png,0,0,0,0,0,0,0,0
547,17-18-36-205.png,0,0,0,0,0,0,0,0
548,17-18-36-248.png,0,0,0,0,0,0,0,0
549,17-18-36-295.png,4.72,4.15,99,87,180,170,279,257
550,17-18-36-338.png,0,0,0,0,0,0,0,0
551,17-18-36-376.png,2.58,2.58,54,54,184,181,238,235
552,17-18-36-413.png,0.76,0.81,16,17,201,202,217,219
553,17-18-36-465.png,3.15,3.15,66,66,168,175,234,241
554,17-18-36-504.png,0,0,0,0,0,0,0,0
555,17-18-36-548.png,0,0,0,0,0,0,0,0
556,17-18-36-596.png,0,0,0,0,0,0,0,0
557,17-18-36-639.png,0,0,0,0,0,0,0,0
558,17-18-36-706.png,0,0,0,0,0,0,0,0
559,17-18-36-750.png,0,0,0,0,0,0,0,0
560,17-18-36-794.png,0,0,0,0,0,0,0,0
561,17-18-36-836.png,0,0,0,0,0,0,0,0
562,17-18-36-886.png,0,0,0,0,0,0,0,0
563,17-18-36-927.png,0,0,0,0,0,0,0,0
564,17-18-36-972.png,0,0,0,0,0,0,0,0
565,17-18-37-018.png,0,0,0,0,0,0,0,0
566,17-18-37-059.png,0,0,0,0,0,0,0,0
567,17-18-37-106.png,0,0,0,0,0,0,0,0
568,17-18-37-149.png,0,0,0,0,0,0,0,0
569,17-18-37-193.png,0,0,0,0,0,0,0,0
570,17-18-37-243.png,0,0,0,0,0,0,0,0
571,17-18-37-284.png,0,0,0,0,0,0,0,0
572,17-18-37-328.png,0,0,0,0,0,0,0,0
573,17-18-37-373.png,0,0,0,0,0,0,0,0
574,17-18-37-415.png,0,0,0,0,0,0,0,0
575,17-18-37-462.png,0,0,0,0,0,0,0,0
576,17-18-37-505.png,0,0,0,0,0,0,0,0
577,17-18-37-550.png,0,0,0,0,0,0,0,0
578,17-18-37-594.png,0,0,0,0,0,0,0,0
579,17-18-37-637.png,0,0,0,0,0,0,0,0
580,17-18-37-683.png,0,0,0,0,0,0,0,0
581,17-18-37-728.png,0,0,0,0,0,0,0,0
582,17-18-37-772.png,0,0,0,0,0,0,0,0
583,17-18-37-817.png,0,0,0,0,0,0,0,0
584,17-18-37-864.png,0,0,0,0,0,0,0,0
585,17-18-37-903.png,2.53,2.34,53,49,156,181,209,230
586,17-18-37-949.png,0,0,0,0,0,0,0,0
587,17-18-37-995.png,0,0,0,0,0,0,0,0
588,17-18-38-033.png,4.68,3.91,98,82,140,164,238,246
589,17-18-38-071.png,4.87,3.91,102,82,140,164,242,246
590,17-18-38-118.png,4.1,3.39,86,71,152,170,238,241
591,17-18-38-160.png,5.06,4.15,106,87,140,159,246,246
592,17-18-38-203.png,3.72,3.39,78,71,164,170,242,241
593,17-18-38-251.png,0,0,0,0,0,0,0,0
594,17-18-38-294.png,0,0,0,0,0,0,0,0
595,17-18-38-338.png,0,0,0,0,0,0,0,0
596,17-18-38-384.png,0,0,0,0,0,0,0,0
597,17-18-38-427.png,4.1,3.34,86,70,287,192,373,262
598,17-18-38-473.png,0,0,0,0,0,0,0,0
599,17-18-38-517.png,0,0,0,0,0,0,0,0
600,17-18-38-561.png,0,0,0,0,0,0,0,0
601,17-18-38-607.png,0,0,0,0,0,0,0,0
602,17-18-38-650.png,0,0,0,0,0,0,0,0
603,17-18-38-689.png,0,0,0,0,0,0,0,0
604,17-18-38-741.png,0,0,0,0,0,0,0,0
605,17-18-38-782.png,0,0,0,0,0,0,0,0
606,17-18-38-828.png,4.29,4.72,90,99,373,213,463,312
607,17-18-38-876.png,1.77,2.1,37,44,401,246,438,290
608,17-18-38-927.png,5.06,5.2,106,109,377,208,483,317
609,17-18-38-973.png,5.25,5.49,110,115,377,202,487,317
610,17-18-39-030.png,5.06,5.25,106,110,385,202,491,312
611,17-18-39-082.png,5.63,5.73,118,120,385,197,503,317
612,17-18-39-138.png,5.44,5.73,114,120,389,197,503,317
613,17-18-39-183.png,5.25,5.2,110,109,393,208,503,317
614,17-18-39-228.png,5.68,5.49,119,115,393,208,512,323
615,17-18-39-270.png,6.44,6.01,135,126,397,202,532,328
616,17-18-39-317.png,6.06,6.01,127,126,413,202,540,328
617,17-18-39-361.png,6.2,6.01,130,126,422,202,552,328
618,17-18-39-403.png,5.68,5.49,119,115,446,213,565,328
619,17-18-39-450.png,5.68,5.73,119,120,446,208,565,328
620,17-18-39-495.png,5.68,5.73,119,120,442,213,561,333
621,17-18-39-538.png,5.25,5.73,110,120,430,208,540,328
622,17-18-39-585.png,5.82,5.73,122,120,418,213,540,333
623,17-18-39-629.png,5.82,5.96,122,125,418,208,540,333
624,17-18-39-671.png,5.63,5.96,118,125,418,208,536,333
625,17-18-39-717.png,5.63,5.73,118,120,418,213,536,333
